"ID" "ActivityLabel" "tBodyAcc-mean()-X" "tBodyAcc-correlation()-X,Z" "tBodyAcc-correlation()-Y,Z" "tGravityAcc-mean()-X" "tGravityAcc-correlation()-X,Z" "tGravityAcc-correlation()-Y,Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-correlation()-X,Z" "tBodyAccJerk-correlation()-Y,Z" "tBodyGyro-mean()-X" "tBodyGyro-correlation()-X,Z" "tBodyGyro-correlation()-Y,Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-correlation()-X,Z" "tBodyAccMag-arCoeff()3" "tGravityAccMag-arCoeff()3" "tBodyAccJerkMag-arCoeff()3" "tBodyGyroMag-arCoeff()3" "tBodyGyroJerkMag-arCoeff()3" "tBodyGyroJerkMag-arCoeff()4" "fBodyAcc-mean()-X" "fBodyAcc-maxInds-Y" "fBodyAcc-maxInds-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-bandsEnergy()-1,24" "fBodyAcc-bandsEnergy()-25,48" "fBodyAccJerk-mean()-X" "fBodyAccJerk-maxInds-Y" "fBodyAccJerk-maxInds-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-bandsEnergy()-1,24" "fBodyAccJerk-bandsEnergy()-25,48" "fBodyGyro-mean()-X" "fBodyGyro-maxInds-Y" "fBodyGyro-maxInds-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-bandsEnergy()-1,24" "fBodyAccMag-entropy()" "fBodyAccMag-skewness()" "fBodyBodyAccJerkMag-entropy()" "fBodyBodyAccJerkMag-skewness()" "fBodyBodyGyroMag-entropy()" "fBodyBodyGyroMag-skewness()" "fBodyBodyGyroJerkMag-entropy()" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
2 5 0.277911472222222 0.0665274675074074 0.384642653314815 0.896928566851852 0.334620620814815 0.611669641011111 0.0747588597592593 0.172841820592593 0.181180902851852 -0.0238623875712963 0.0672573718277778 -0.503353001648148 -0.105562157888889 0.0278048061185185 0.18445040162963 0.18445040162963 -0.0477483902111111 0.133825672425926 -0.0148559994787037 -0.212554993685185 -0.983946739814815 -0.929629629259259 -0.944444444574074 0.108519182924074 -0.995271272407407 -0.999412478888889 -0.980973241666667 -0.291111111111111 -0.206666666666667 0.331449281481482 -0.999396006481482 -0.999588437037037 -0.967037112037037 -0.893667860555556 -0.887611749074074 -0.107416045074074 -0.998229543518519 -0.800409075185185 -0.333412170333333 -0.927868139814815 -0.447901012981481 -0.605572782777778 -0.327704271401852 -0.825013644851852 0.337937911666667 -0.0678959805833333
2 6 0.281373403958333 -0.199788468904167 -0.248458834006667 -0.509754238125 -0.308245417 -0.563200740208333 0.0825972511666667 0.148400431375 0.00766428163541667 -0.01847660675 0.326928163091667 -0.2496791615 -0.101974134208333 0.0414978802020833 0.188903979395833 0.188903979395833 -0.0847222939916667 0.116905481914583 -0.0504555534089583 0.00630606409166667 -0.976725059791667 -0.829166666875 -0.751602564291667 -0.146482792591667 -0.999425172708333 -0.999718574583333 -0.985813630833333 -0.249166666666667 -0.149166666666667 0.159808328563875 -0.999685072708333 -0.999754638125 -0.9864311425 -0.9381720428125 -0.987068965416667 0.10261131938125 -0.997793372916667 -0.879616277916667 -0.381994355769375 -0.969635773541667 -0.553611930854167 -0.71379855125 -0.14091960795 -0.920797804583333 -0.519732551458333 -0.478928233958333
3 1 0.275567462068966 -0.3000793945 0.43910710362069 0.936506743275862 0.140368770689655 0.119717908474138 0.0814745882660345 -0.154998805224138 0.244050854189655 -0.0256405192517241 0.00185472517586207 -0.173056619346552 -0.0952398165017241 0.00689010171724138 0.0430059694948276 0.0430059694948276 0.11793188822931 0.00379936886206897 -0.199023779502414 -0.00914485798965517 -0.316614011689655 -0.797701149310345 -0.842175064706897 -0.246614196618966 -0.808514186551724 -0.951975207068966 -0.304694442551724 -0.268275862068966 -0.346896551724138 -0.216042668103448 -0.805597267931034 -0.955149565172414 -0.437845763793103 -0.472747495465517 -0.749108203810345 0.0337596901293103 -0.863666175689655 0.449103739827586 -0.468456117241379 0.395869075172414 0.147218606294828 0.457258674137931 -0.345724026172414 0.315062520534483 0.262491889655172 0.117403280068966
3 2 0.260819873067797 -0.296964761728814 0.313487331542373 0.883533436101695 0.303960852481356 0.0918830017118644 0.0426880986186441 -0.116218382444068 0.354435184491525 0.0721980309322034 -0.251867039033898 0.020611202779661 -0.115510569491525 -0.115903370675559 -0.0743172052661017 -0.0743172052661017 -0.215141046067797 0.101327657876271 -0.135008311166102 -0.175988072362712 -0.392004211474576 -0.798870056440678 -0.92307692 -0.461249740508475 -0.791465862372881 -0.978183097118644 -0.478434306271186 -0.52 -0.403389830508475 -0.325151127440678 -0.925101388644068 -0.97942602559322 -0.378216681762712 -0.928922907966102 -0.754529515423729 -0.145536204410169 -0.869176495254237 0.44393165559322 -0.422657510271186 0.194452225237288 -0.165041332915254 0.43131555559322 -0.340602416683051 0.195617930118644 0.346985015762712 0.134293701288136
3 3 0.292423484693878 -0.163662556032653 0.158475915926531 0.939057787755102 -0.00765750530612245 0.203033647387755 0.0725689294489796 0.0219951678283673 -0.0435955738979592 -0.13157327645102 -0.0257552263561225 -0.153215395693878 -0.0778701650285714 -0.0130671214714286 -0.150139501985714 -0.150139501985714 -0.147233266061224 0.159734893918367 -0.142390640299796 -0.0850569763813061 -0.0421706943244898 -0.738775509795918 -0.883830454081633 -0.325863694730612 -0.789208894285714 -0.945172437959184 -0.0906707125102041 -0.373061224489796 -0.415510204081633 -0.229599432510204 -0.856330214285714 -0.944629391020408 -0.129066574295918 -0.876234363877551 -0.573539760612245 -0.159888621187755 -0.846669520408163 0.640641038163265 -0.539080391836735 0.503190197755102 -0.190437041653061 0.583749523061225 -0.425942673897959 0.383212790204082 0.240927177346939 0.0932212612040816
3 4 0.257197599134615 -0.195826108173077 0.307555039634615 0.901098984615385 -0.214421031269231 0.415605488128846 0.0726098418653846 -0.0354706009788462 0.0239863636019231 -0.0385365204807692 0.0013854166673077 -0.345641545742308 -0.103605889057692 0.129855049096154 0.0904299820576923 0.0904299820576923 -0.0734615667807692 0.0619906458211539 -0.0784676218923077 -0.128179260230769 -0.970154440961538 -0.853846153788462 -0.883136094807692 0.0312989368846154 -0.965791323576923 -0.998304688461538 -0.974950363461538 -0.321538461538462 -0.33 0.215731832596154 -0.998336622692308 -0.9993081875 -0.957550637692308 -0.869727046423077 -0.972148541153846 0.0520844490903846 -0.990738290961538 -0.678458540261539 -0.199391691069231 -0.903068174230769 -0.445595575461538 -0.526297068769231 -0.0830552189057692 -0.778652577923077 -0.00632480140384615 -0.0783934904807692
3 5 0.280046513278689 -0.191808084983607 0.147171336183607 0.93503077852459 0.0417871234262295 0.177417122114754 0.0750900622277049 -0.0701330367213115 0.0336277803444262 -0.0246626070770492 -0.0158654961770492 -0.160327539196721 -0.0994602620655738 0.0468451078245902 0.16845550546 0.16845550546 0.0101650289391803 -0.0229128856967213 0.00176190309393443 -0.204169660032951 -0.960123409508197 -0.869945355081967 -0.914249684918033 -0.087024832195082 -0.987061782786885 -0.999169031311475 -0.957666856721311 -0.515409836065574 -0.394098360655738 0.0749564403088525 -0.998567565737705 -0.999335274590164 -0.901282267540984 -0.916446323606557 -0.914075749016393 -0.297107441654098 -0.993658646885246 -0.602409121491803 -0.294507415901639 -0.800084807868852 -0.403904317262295 -0.337704289547049 -0.153454352459016 -0.632539041967213 0.289824125737705 0.00457098377868852
3 6 0.275516852741935 -0.198585718272581 -0.376096497496774 -0.241758478064516 -0.426717395414516 -0.799381606774194 0.0769811125806452 0.0577616365080645 -0.115638882836774 -0.0208170540330645 0.111839253698387 -0.00417894761129032 -0.10004449883871 0.101320737105968 0.218997422917742 0.218997422917742 -0.103741952662903 0.118705859445161 0.0071008754516129 -0.114798246790323 -0.980665609032258 -0.690322580209677 -0.827543423758065 -0.0739526439887097 -0.99743164983871 -0.999479265483871 -0.980513202258064 -0.315483870967742 -0.176774193548387 0.17597855438871 -0.999319594516129 -0.999590742258065 -0.970167262903226 -0.875130072193548 -0.820912124193548 -0.0822166454290323 -0.998046938387097 -0.806945177612903 -0.449730952548387 -0.924892123709677 -0.448886207354839 -0.617195191774194 -0.245513311658065 -0.826947097419355 -0.630062847096774 -0.346243070483871
4 1 0.278582015166667 0.118243599566667 0.186199354856667 0.963999696833333 -0.2810648057 0.05645850869 0.0783529082183333 0.251500198766667 0.296045602775 -0.0317982557795 0.06401113378 0.149403463741667 -0.115321556475 0.4561367636 -0.0935923042983333 -0.0935923042983333 -0.0876985370666667 0.0742182605716667 -0.203705174573333 -0.105221905636667 -0.426719449666667 -0.73333333 -0.770512819166667 -0.13859163673 -0.909461955 -0.978955181666667 -0.358883413666667 -0.476 -0.422 -0.1352803947515 -0.9486415005 -0.980444192666667 -0.373384540666667 -0.7935483875 -0.726436781 -0.12715408578 -0.9455466735 0.316091210666667 -0.532309173333333 0.268436356333333 0.126304675685 0.372624903833333 -0.237546613231667 0.178562230766667 0.1425101785 -0.0675179863833333
4 2 0.270876696730769 0.169509983115385 -0.0935618013884615 0.946264314423077 -0.441064849384615 0.142926607240385 0.0560971909634615 0.392661021538462 -0.141384675671385 0.0393825198942308 0.333937986534538 0.191242235723077 -0.1314720713 0.304226646230769 -0.125799948038462 -0.125799948038462 0.110231038786538 -0.0248244682086538 -0.0523798551417308 -0.170988304707692 -0.294488270365385 -0.770512821346154 -0.923076920192308 -0.486811749615385 -0.794971880769231 -0.970401300961538 -0.418304647307692 -0.492307692307692 -0.387692307692308 -0.379653611346154 -0.944069734230769 -0.972386722692308 -0.3710689925 -0.93548387 -0.835543766730769 -0.206073104096154 -0.796905223461538 0.438070793076923 -0.203767377802115 0.226018257326923 -0.361655783519231 0.403924807884615 -0.377440624730769 0.147399858692308 0.243389231923077 -0.0368022039115385
4 3 0.279965329555556 0.3924340022 -0.0246788195777778 0.947731858666667 0.0288370722888889 0.279932519391111 0.0971862748866667 0.237463403466667 0.191113002955556 -0.102838822533333 0.420572599333333 -0.194950195926667 -0.0921282734666667 0.521594152444444 -0.137471546953111 -0.137471546953111 -0.166764700064444 0.350194377666667 0.0142881446355556 -0.0265722558377778 -0.0722392276888889 -0.527407407266667 -0.851282049333333 -0.342285696395556 -0.863472089777778 -0.940052038888889 -0.16163290774 -0.261333333333333 -0.228444444444444 -0.179115175957778 -0.908016540888889 -0.941801778666667 -0.240298893435556 -0.846594981111111 -0.734865901111111 -0.127145376957778 -0.894835413111111 0.621469068666667 -0.4754520248 0.405718887555556 -0.17916182872 0.528022010222222 -0.336853586946889 0.310541020488889 0.1265381706 -0.0832015467555555
4 4 0.27153827992 -0.39574529516 0.16930611784 0.8693030064 -0.554197337144 0.12224417678 0.0784500239 0.1260306516592 0.081225216248 -0.04944351156 0.0947502145976 -0.15180907356 -0.09694948424 0.26068645585 0.06298191048 0.06298191048 -0.152860590804 0.01715450866 -0.0575150009624 -0.17701907396 -0.9774624984 -0.865333333 -0.9415384614 0.037381761194 -0.9894501484 -0.9989789172 -0.9768457126 -0.2376 -0.2312 0.2130199199042 -0.9991372172 -0.9994306222 -0.9605896358 -0.9225806442 -0.9448275858 0.1090926580982 -0.9943091596 -0.68285214494 -0.18828630828 -0.8720393928 -0.3133880564316 -0.49900025932 -0.02869016002 -0.7561568831 -0.07099878796 -0.0563298907436
4 5 0.280499745892857 -0.343441267446429 0.106119812160714 0.95619779125 -0.686876727339286 0.347788685125 0.0721328379857143 0.0462324339821429 0.181442369375 -0.0306449342357143 0.237479173466071 -0.0619871974689286 -0.103057894142857 0.252309290125 -0.018239525725 -0.018239525725 -0.130562179976786 -0.122155490548214 -0.099125701725 -0.139377556403571 -0.973497549642857 -0.947619047321429 -0.997252747142857 0.0620999958378571 -0.98512827 -0.998505150357143 -0.972310894285714 -0.254285714285714 -0.175714285714286 0.2722139805 -0.998902057321429 -0.999129290535714 -0.905464161964286 -0.925115206607143 -0.922413793035714 -0.2748096406875 -0.992093107678571 -0.613430565133929 -0.113735109110714 -0.841724381785714 -0.435020633476786 -0.354415208035714 -0.161257094997321 -0.659022728035714 0.135778706071429 -0.0951347515892857
4 6 0.263559214981481 -0.424052053055556 -0.048102286662037 -0.420664662222222 -0.523924495388889 -0.155121997962963 0.0934494217777778 0.153753289624074 0.0909557492907407 -0.00923156347222222 0.417635467035185 -0.321137959318333 -0.105019877685185 0.232271997607407 0.225122605121111 0.225122605121111 -0.181460090214815 -0.0809258701574074 -0.00847718612962963 -0.213939327314815 -0.958802077592593 -0.707407406777778 -0.944444444259259 -0.274194618766667 -0.997571035 -0.999148916851852 -0.978542457407407 -0.158518518518519 -0.191111111111111 0.182436483157407 -0.99890646462963 -0.999175541296296 -0.967203736481482 -0.979689366481482 -0.961685823518519 -0.0660921823944444 -0.997926917592593 -0.78752204212963 -0.306561277690741 -0.879476266296296 -0.384445237425926 -0.586556898955556 0.00233095709259259 -0.868148662407407 -0.763217167407407 -0.229790432925926
5 1 0.27784234625 -0.091306385975 0.382942762321429 0.972624959821429 -0.132134900540714 0.0719275977798214 0.0845888833571429 -0.174639981366071 0.361415060485714 -0.0488919896632143 0.0893538097946429 -0.101311899116071 -0.0888408355267857 0.183207020967857 -0.00774206409642857 -0.00774206409642857 -0.113704546663036 0.0138942083482143 -0.398630743857143 0.186817668791071 -0.287782607410714 -0.669047618214286 -0.835164832678571 -0.322382010942857 -0.847459651785714 -0.963559154642857 -0.344954806428571 -0.505714285714286 -0.267857142857143 -0.359372577678571 -0.863341804642857 -0.9665828725 -0.372668749642857 -0.627880186428571 -0.0578817721428571 -0.0458601936214286 -0.772766512142857 0.450361661607143 -0.602706270892857 0.347275675535714 -0.133269651119643 0.530484491071429 -0.452342156982143 0.371555277857143 0.152461602857143 0.02003381474925
5 2 0.268459469914894 -0.00113416819 0.292205189702128 0.936821834893617 -0.18555710187234 0.106622183382979 0.0795443483829787 -0.169539211723404 0.165227101893617 0.0395191121489362 -0.196995178789362 -0.0493170616851064 -0.143029686361702 -0.0758236220576383 -0.0065178541710851 -0.0065178541710851 -0.189641324434043 0.0860490126619149 -0.0866436406680851 -0.0344257469461702 -0.161485339978723 -0.765957446382979 -0.92307692 -0.427706137489362 -0.752616094255319 -0.959480639574468 -0.289725470425532 -0.566808510638298 -0.269787234042553 -0.397835581489362 -0.891415110851064 -0.963174289787234 -0.263615096246809 -0.93548387 -0.787234044042553 -0.0615803357659574 -0.735260267659575 0.504384546170213 -0.219670624510638 0.346817141914894 -0.257141162204255 0.573254104893617 -0.512345191297872 0.378218193617021 0.266611003404255 0.0378686889744681
5 3 0.29354392712766 0.0104504886106383 0.34895915787234 0.956649352553192 -0.0627361502085106 0.398456705553192 0.109650600459574 -0.0714696697744681 0.476298400851064 -0.068294569906383 -0.137634123238298 -0.296799900276596 -0.110149008255319 -0.0892728666487234 -0.057566789893617 -0.057566789893617 -0.0666935851746809 0.156437936317021 -0.23394879545617 0.12005461316383 0.0984320090212766 -0.459574467531915 -0.870703762765957 -0.45352450106383 -0.767438081702128 -0.944869799787234 -0.0368012151170213 -0.476595744680851 -0.383829787234043 -0.350911621829787 -0.804560692978723 -0.945218858510638 -0.295345101425532 -0.783115991595745 -0.314746880382979 -0.00892286550425532 -0.712965326808511 0.666109767446808 -0.261773109959574 0.522298778723404 -0.045112679793617 0.616292005531915 -0.524326589851064 0.49612068106383 0.125876924702128 0.00648109544829787
5 4 0.273694139545455 -0.345819531181818 0.0964925051136364 0.880731443863636 -0.499845135227273 0.241263748954545 0.0749577410909091 -0.0867968250022727 -0.0276751388934091 -0.0422355209795455 0.25698847775 -0.00745485069090909 -0.0889747665681818 0.412235233756818 0.1069826995 0.1069826995 -0.226081229036364 0.139347010431818 -0.141006657136364 0.0442823249181818 -0.977450812045455 -0.778787878340909 -0.945804195454545 -0.0209330490795455 -0.992670324545455 -0.999150945 -0.976024951136364 -0.309090909090909 -0.315454545454545 0.0757356169022727 -0.998762803636364 -0.999414402727273 -0.957117251818182 -0.934017594772727 -0.805642632954545 0.125891358536364 -0.996219504090909 -0.694552083227273 -0.248855126545455 -0.872399109772727 -0.409435566136364 -0.467358278211364 -0.230426684515909 -0.679611852045454 -0.0384493972045455 -0.0806862754545455
5 5 0.282544390892857 -0.456685373689286 0.0593533369776786 0.960188699107143 -0.725674775089286 0.111721988232143 0.0725189859107143 -0.219763661978571 0.142202034446429 -0.0322711902673214 -0.122538231401786 -0.0763411480178571 -0.0922249863035714 -0.0259885224714286 0.0688582009589286 0.0688582009589286 -0.0691116718339286 0.0785726012732143 -0.133207788714286 -0.0662453293785714 -0.964500917321429 -0.952380952142857 -0.936813186607143 -0.0164066779678571 -0.978552587678571 -0.998415841964286 -0.963059235178571 -0.317142857142857 -0.336428571428571 0.150463078469643 -0.997929236428571 -0.998952792857143 -0.909661802321429 -0.876728110285714 -0.900246305535714 -0.178598410944643 -0.991624485 -0.561970804821429 -0.280440657 -0.764029504821429 -0.342011721778571 -0.342368176076786 -0.208596254305357 -0.564721816775 0.110446445178571 -0.0754509648214286
5 6 0.278334325576923 0.0664950957307692 -0.072762798925 -0.483470597692308 0.0456665299807692 -0.165520042884615 0.0848164824230769 0.119374220365385 -0.0699166935942308 -0.0218935013501923 -0.192656359384615 -0.125226138282692 -0.102114125 0.0832932544961539 0.210111169 0.210111169 -0.0442160629807692 0.340130940576923 0.154245411673077 0.0646359207115385 -0.968741678461538 -0.430769230769231 -0.964497041346154 -0.135632454076923 -0.998429909038462 -0.999567811923077 -0.982689657115385 -0.0815384615384615 -0.148461538461538 0.239915157321154 -0.999578456538462 -0.999607090961538 -0.975797491730769 -0.975186104038462 -0.945623342115385 -0.0227235857115385 -0.997926274615385 -0.842036027115385 -0.413551042153846 -0.946793487115385 -0.391210553192308 -0.634446629423077 -0.102755293230769 -0.806918774807692 -0.825299860384615 -0.168146326730769
